uniqueID,DraftYear,"Player Name (Last Name, First Name)",Position,Height in Ft & In,Weight in lbs,Standing vertical Jump,Maximum Vertical Jump (with steps),three-quarter court sprint,lane agility drill,Bench Press test,Drafted?,Player
244,2022,"Moore, Wendell",SG,"6'4""",217.2,32.5,38.5,3.3,10.94,,No,Wendell Moore
245,2022,"Nembhard, Andrew",PG,"6'3""",195.6,26.5,35.0,3.26,10.46,,Yes,Andrew Nembhard
246,2022,"Pippen Jr., Scotty",PG,"6'0""",180.0,30.5,37.5,3.21,11.07,,No,Scotty Pippen Jr.
247,2022,"Procida, Gabriele",SG-SF,"6'6""",192.8,29.5,35.0,3.07,11.02,,Yes,Gabriele Procida
248,2022,"Robinson, Orlando",C,"6'10""",244.4,23.0,27.5,3.55,11.4,,No,Orlando Robinson
249,2022,"Roddy, David",PF,"6'4""",260.8,27.0,35.5,3.22,10.75,,Yes,David Roddy
250,2022,"Rollins, Ryan",SG,"6'2""",179.2,30.5,36.5,3.07,11.26,,Yes,Ryan Rollins
251,2022,"Seabron, Dereon",SG,"6'5""",182.4,30.5,38.0,3.12,11.03,,No,Dereon Seabron
252,2022,"Sharpe, Shaedon",SG,"6'4""",198.0,,,,,,Yes,Shaedon Sharpe
253,2022,"Spagnolo, Matteo",PG,"6'4""",196.2,25.5,31.5,3.4,11.42,,Yes,Matteo Spagnolo
254,2022,"Terry, Dalen",SG,"6'6""",195.2,,,,,,Yes,Dalen Terry
255,2022,"Walker, Jabari",PF,"6'7""",213.8,29.5,32.5,3.24,11.53,,Yes,Jabari Walker
256,2022,"Washington Jr., TyTy",SG,"6'2""",196.4,,,,,,No,TyTy Washington Jr.
257,2022,"Watson, Peyton",SF,"6'7""",203.4,28.0,33.5,3.28,11.03,,Yes,Peyton Watson
258,2022,"Wesley, Blake",SG,"6'3""",187.2,30.0,36.0,3.21,11.55,,Yes,Blake Wesley
259,2022,"Williams, Alondes",SG,"6'4""",209.0,30.0,35.5,3.15,10.96,,No,Alondes Williams
260,2022,"Williams, Jalen",SG,"6'4""",209.2,33.5,39.0,3.11,11.13,,Yes,Jalen Williams
261,2022,"Williams, Jaylin",C,"6'9""",236.6,24.5,30.0,3.5,11.64,,Yes,Jaylin Williams
262,2022,"Williams, Mark",C,"7'0""",242.4,,,,,,Yes,Mark Williams
263,2022,"Williams, Trevion",C,"6'7""",264.6,27.5,30.0,3.48,12.75,,No,Trevion Williams
264,2021,"Abmas, Max",PG,"5'10""",161.8,28.5,32.5,3.12,10.9,,No,Max Abmas
265,2021,"Bagley, Marcus",SF,"6'6""",216.8,32.5,38.5,3.17,12.26,,No,Marcus Bagley
266,2021,"Barnes, Scottie",SF,"6'7""",225.4,36.0,39.5,3.15,10.88,,Yes,Scottie Barnes
267,2021,"Bassey, Charles",C,"6'9""",230.2,33.0,36.0,3.13,12.19,,Yes,Charles Bassey
268,2021,"Boston Jr., Brandon",SF,"6'6""",188.0,,,,,,No,Brandon Boston Jr.
269,2021,"Bouknight, James",SG,"6'4""",190.0,,,,,,Yes,James Bouknight
270,2021,"Brown III, Greg",PF,"6'7""",206.4,33.5,39.0,3.19,10.98,,No,Greg Brown III
271,2021,"Butler, Jared",PG,"6'2""",193.0,,,,,,Yes,Jared Butler
272,2021,"Champagnie, Justin",PF,"6'6""",206.4,27.0,35.0,3.34,11.94,,No,Justin Champagnie
273,2021,"Christopher, Josh",SG,"6'3""",214.8,29.5,37.5,3.14,11.32,,Yes,Josh Christopher
274,2021,"Dosunmu, Ayo",SG,"6'4""",194.4,27.0,33.5,3.23,11.51,,Yes,Ayo Dosunmu
275,2021,"Duke Jr., David",SG,"6'4""",203.6,30.0,39.0,3.08,11.21,,No,David Duke Jr.
276,2021,"Edwards, Kessler",PF,"6'7""",203.0,28.0,37.0,3.25,11.3,,Yes,Kessler Edwards
277,2021,"Garza, Luka",C,"6'10""",242.8,24.0,29.5,3.51,11.9,,Yes,Luka Garza
278,2021,"Gray, RaiQuan",PF,"6'6""",268.6,26.5,31.5,3.25,11.69,,Yes,RaiQuan Gray
279,2021,"Grimes, Quentin",SG,"6'4""",205.0,30.5,38.5,3.07,11.09,,Yes,Quentin Grimes
280,2021,"Hauser, Sam",SF,"6'7""",217.4,28.5,34.5,3.34,11.14,,No,Sam Hauser
281,2021,"Henry, Aaron",SF,"6'4""",209.6,29.0,35.0,3.07,11.68,,No,Aaron Henry
282,2021,"Hurt, Matt",PF,"6'8""",232.4,25.5,32.5,3.34,11.44,,No,Matt Hurt
283,2021,"Hyland, Nah'Shon",SG,"6'2""",169.0,26.5,34.0,3.1,10.53,,Yes,Nah'Shon Hyland
284,2021,"Johnson, David",SG,"6'3""",202.8,33.0,39.0,3.03,12.02,,Yes,David Johnson
285,2021,"Johnson, Jalen",PF,"6'8""",209.6,,,,,,Yes,Jalen Johnson
286,2021,"Johnson, Keon",SG,"6'4""",184.8,41.5,48.0,3.0,11.45,,Yes,Keon Johnson
287,2021,"Jones, Carlik",PG,"6'0""",173.6,31.5,36.0,3.16,10.96,,No,Carlik Jones
288,2021,"Jones, Herbert",SF,"6'6""",206.4,28.5,36.5,3.25,11.02,,Yes,Herbert Jones
289,2021,"Jones, Kai",PF,"6'10""",221.4,,,,,,Yes,Kai Jones
290,2021,"Kispert, Corey",SF,"6'6""",223.8,30.0,37.5,3.12,10.91,,Yes,Corey Kispert
291,2021,"Lawson, AJ",SG-SF,"6'6""",179.2,33.0,41.0,2.98,11.0,,No,AJ Lawson
292,2021,"Lewis, Scottie",SF,"6'4""",187.6,34.0,42.0,2.98,10.45,,Yes,Scottie Lewis
293,2021,"Livers, Isaiah",SF,"6'6""",231.8,,,,,,Yes,Isaiah Livers
294,2021,"Maker, Makur",C,"6'10""",232.2,25.5,31.0,3.34,11.87,,No,Makur Maker
295,2021,"Mamukelashvili, Sandro",C,"6'9""",239.8,30.5,36.5,3.21,11.63,,Yes,Sandro Mamukelashvili
296,2021,"Mann, Tre",PG,"6'3""",177.6,,,,,,Yes,Tre Mann
297,2021,"McBride, Miles",PG,"6'1""",195.2,31.0,38.5,3.1,11.08,,Yes,Miles McBride
298,2021,"Mitchell, Davion",PG,"6'0""",202.4,,,,,,Yes,Davion Mitchell
299,2021,"Mobley, Isaiah",PF,"6'8""",238.0,26.5,32.0,3.3,12.7,,No,Isaiah Mobley
300,2021,"Moody, Moses",SG,"6'4""",210.6,,,,,,Yes,Moses Moody
301,2021,"Murphy III, Trey",SF,"6'8""",206.0,34.0,38.0,3.14,11.65,,No,Trey Murphy III
302,2021,"Nix, Daishen",PG,"6'3""",225.6,29.5,36.5,3.0,11.72,,No,Daishen Nix
303,2021,"Petty Jr., John",SG,"6'4""",186.2,27.5,34.0,3.35,11.51,,No,John Petty Jr.
304,2021,"Pons, Yves",PF,"6'6""",206.4,36.0,42.5,3.1,10.89,,No,Yves Pons
305,2021,"Preston, Jason",PG,"6'3""",180.6,30.5,38.5,3.13,10.82,,Yes,Jason Preston
306,2021,"Primo, Joshua",SG,"6'4""",189.0,30.5,37.5,3.22,10.97,,Yes,Joshua Primo
307,2021,"Prkacin, Roko",PF,"6'8""",225.4,,,,,,No,Roko Prkacin
308,2021,"Queta, Neemias",C,"6'11""",248.4,27.0,33.0,3.29,11.85,,Yes,Neemias Queta
309,2021,"Reaves, Austin",SG,"6'4""",197.2,25.0,35.0,3.07,10.94,,No,Austin Reaves
310,2021,"Robinson-Earl, Jeremiah",PF,"6'8""",242.4,27.0,32.0,3.29,11.64,,No,Jeremiah Robinson-Earl
311,2021,"Sims, Jericho",C,"6'9""",250.2,37.0,44.5,3.05,11.59,,Yes,Jericho Sims
312,2021,"Springer, Jaden",SG,"6'3""",202.0,34.5,41.5,3.13,11.46,,Yes,Jaden Springer
313,2021,"Steward, DJ",PG,"6'1""",162.2,34.5,38.5,3.08,11.14,,No,DJ Steward
314,2021,"Thor, JT",PF,"6'8""",203.0,31.5,35.0,3.06,12.19,,Yes,JT Thor
315,2021,"Todd, Isaiah",PF,"6'9""",219.0,28.5,35.5,3.31,11.38,,Yes,Isaiah Todd
316,2021,"Washington Jr., Duane",SG,"6'2""",196.8,29.5,35.5,3.17,11.5,,Yes,Duane Washington Jr.
317,2021,"Watford, Trendon",PF,"6'8""",237.4,28.0,35.0,3.27,11.69,,No,Trendon Watford
318,2021,"Wieskamp, Joe",SF,"6'6""",204.8,30.0,42.0,3.04,10.7,,Yes,Joe Wieskamp
319,2021,"Wiggins, Aaron",SG-SF,"6'4""",190.0,29.5,36.0,3.04,11.2,,Yes,Aaron Wiggins
320,2021,"Williams, Ziaire",SF,"6'8""",188.4,34.0,39.5,3.12,10.69,,Yes,Ziaire Williams
321,2021,"Wright IV, McKinley",PG,"5'11""",192.2,31.5,38.0,3.08,10.76,,No,McKinley Wright IV
322,2021,"Wright, Moses",PF,"6'8""",225.8,31.5,38.0,3.15,11.2,,No,Moses Wright
323,2021,"Zegarowski, Marcus",PG,"6'1""",180.8,30.0,35.5,3.11,11.47,,Yes,Marcus Zegarowski
324,2020,"Achiuwa, Precious",PF,"6'8""",234.0,,,,,,Yes,Precious Achiuwa
325,2020,"Alexander, Ty-Shon",SG,"6'2""",200.8,28.0,33.0,3.26,11.33,,No,Ty-Shon Alexander
326,2020,"Azubuike, Udoka",C,"6'10""",259.5,37.0,41.0,3.23,11.82,,Yes,Udoka Azubuike
327,2020,"Bey, Tyler",PF,"6'6""",212.8,37.0,43.5,3.17,11.35,,Yes,Tyler Bey
328,2020,"Childs, Yoeli",PF,"6'6""",226.4,34.0,38.5,3.22,10.87,,No,Yoeli Childs
329,2020,"Diakite, Mamadi",PF,"6'8""",222.1,28.0,37.0,3.16,11.95,,No,Mamadi Diakite
330,2020,"Dotson, Devon",PG,"6'0""",185.2,31.5,40.5,3.02,10.44,,No,Devon Dotson
331,2020,"Eboua, Paul",SF-PF,"6'6""",222.2,33.0,35.5,3.19,10.79,,No,Paul Eboua
332,2020,"Elleby, CJ",SG-SF,"6'6""",198.6,30.5,36.5,3.25,11.25,,Yes,CJ Elleby
333,2020,"Forrest, Trent",PG,"6'4""",203.0,28.0,34.5,3.18,11.04,,No,Trent Forrest
334,2020,"Green, Josh",SG-SF,"6'4""",214.0,30.5,39.5,3.12,10.64,,Yes,Josh Green
335,2020,"Hagans, Ashton",PG,"6'2""",193.0,29.5,36.5,3.13,10.82,,No,Ashton Hagans
336,2020,"Hall, Joshua",SF,"6'6""",196.6,31.5,37.5,3.38,12.16,,No,Joshua Hall
337,2020,"Harris, Jalen",SG,"6'3""",193.4,37.5,42.5,3.11,10.59,,Yes,Jalen Harris
338,2020,"Howard, Markus",PG,"5'10""",170.8,30.5,35.5,3.11,11.21,,No,Markus Howard
339,2020,"Hughes, Elijah",SF-SG,"6'5""",229.0,,,,,,Yes,Elijah Hughes
340,2020,"Joe, Isaiah",SG,"6'3""",170.4,,,,,,Yes,Isaiah Joe
341,2020,"Jones, Mason",SG,"6'4""",207.2,24.0,31.0,3.33,10.6,,No,Mason Jones
342,2020,"Knight, Nathan",PF-C,"6'8""",235.0,23.0,31.5,3.31,11.56,,No,Nathan Knight
343,2020,"Maledon, Theo",PG,"6'4""",187.4,,,,,,No,Theo Maledon
344,2020,"Mane, Karim",PG-SG,"6'5""",196.0,31.0,36.0,3.04,11.52,,No,Karim Mane
345,2020,"Marshall, Naji",SF,"6'6""",233.5,28.5,35.0,3.37,11.77,,No,Naji Marshall
346,2020,"Martin Jr., Kenyon",SF-PF,"6'6""",213.2,31.5,38.5,3.16,11.93,,No,Kenyon Martin Jr.
347,2020,"Mays, Skylar",SG,"6'3""",204.0,29.0,37.5,3.3,10.65,,Yes,Skylar Mays
348,2020,"Nnaji, Zeke",PF-C,"6'9""",246.8,33.0,38.0,3.2,10.94,,Yes,Zeke Nnaji
349,2020,"Nwora, Jordan",SF-PF,"6'6""",223.0,29.0,35.0,3.43,11.29,,Yes,Jordan Nwora
350,2020,"Perry, Reggie",PF-C,"6'8""",249.6,30.0,33.5,3.25,11.26,,Yes,Reggie Perry
351,2020,"Powell, Myles",PG-SG,"6'0""",194.0,,,,,,No,Myles Powell
352,2020,"Quickley, Immanuel",SG,"6'2""",185.8,29.5,35.5,3.17,11.21,,Yes,Immanuel Quickley
353,2020,"Ramsey, Jahmi'us",SG,"6'2""",193.4,,,,,,No,Jahmi'us Ramsey
354,2020,"Reed Jr., Paul",PF,"6'8""",219.2,26.5,37.5,3.45,12.29,,No,Paul Reed Jr.
355,2020,"Richards, Nick",C,"6'10""",241.6,30.0,34.0,3.25,11.42,,Yes,Nick Richards
356,2020,"Riller, Grant",PG-SG,"6'0""",178.4,32.5,39.5,3.07,11.17,,Yes,Grant Riller
357,2020,"Scrubb, Jayden",SG-SF,"6'5""",185.2,,,,,,No,Jayden Scrubb
358,2020,"Smith, Jalen",PF-C,"6'9""",224.6,,,,,,Yes,Jalen Smith
359,2020,"Stanley, Cassius",SG,"6'5""",201.6,34.5,44.0,3.09,11.4,,Yes,Cassius Stanley
360,2020,"Stevens, Lamar",SF-PF,"6'6""",228.0,35.0,41.0,3.2,10.35,,No,Lamar Stevens
361,2020,"Stewart, Isaiah",C,"6'7""",243.0,,,,,,Yes,Isaiah Stewart
362,2020,"Terry, Tyrell",PG,"6'2""",170.0,30.0,34.0,3.28,10.78,,Yes,Tyrell Terry
363,2020,"Tillie, Killian",PF,"6'9""",221.6,27.5,32.0,3.4,11.6,,No,Killian Tillie
364,2020,"Tillman Sr., Xavier",PF-C,"6'8""",266.5,26.0,32.5,3.49,11.8,,No,Xavier Tillman Sr.
365,2020,"Wesson, Kaleb",C,"6'9""",252.6,21.5,27.0,3.6,11.73,,No,Kaleb Wesson
366,2020,"Whitney, Kahlil",SF,"6'6""",205.0,29.0,39.0,3.28,11.17,,No,Kahlil Whitney
367,2020,"Winston, Cassius",PG,"6'0""",196.0,24.0,28.0,3.61,11.15,,Yes,Cassius Winston
368,2020,"Woodard II, Robert",SF,"6'6""",230.2,32.0,38.0,3.18,11.1,,No,Robert Woodard II
369,2019,"Alexander-Walker, Nickeil",SG,"6'4""",203.8,,,,,,Yes,Nickeil Alexander-Walker
370,2019,"Bazley, Darius",PF,"6'8""",208.4,30.5,37.0,3.27,11.09,4.0,Yes,Darius Bazley
371,2019,"Bol, Bol",C,"7'1""",208.0,,,,,,Yes,Bol Bol
372,2019,"Bone, Jordan",SG,"6'2""",179.0,36.0,42.5,3.08,9.97,7.0,Yes,Jordan Bone
373,2019,"Bowen II, Brian",SF,"6'6""",200.0,32.0,35.5,3.26,10.98,1.0,No,Brian Bowen II
374,2019,"Bowman, Ky",PG,"6'1""",181.2,27.5,33.0,3.26,11.11,4.0,No,Ky Bowman
375,2019,"Brazdeikis, Ignas",SF,"6'6""",220.8,31.0,36.5,3.36,11.06,13.0,Yes,Ignas Brazdeikis
376,2019,"Brissett, O'Shae",SF-PF,"6'7""",203.2,34.0,37.5,3.48,11.3,11.0,No,O'Shae Brissett
377,2019,"Brown, Moses",C,"7'1""",237.2,27.0,31.0,3.51,11.95,,No,Moses Brown
378,2019,"Clarke, Brandon",SF,"6'7""",207.2,34.0,40.5,3.15,10.61,10.0,Yes,Brandon Clarke
379,2019,"Claxton, Nicolas",C,"6'10""",216.6,31.5,36.5,3.36,11.26,8.0,No,Nicolas Claxton
380,2019,"Cook, Tyler",PF,"6'7""",245.4,27.5,32.0,3.28,11.32,11.0,No,Tyler Cook
381,2019,"Culver, Jarrett",SG,"6'5""",194.2,,,,,,Yes,Jarrett Culver
382,2019,"Davis, Terence",SG,"6'3""",192.4,29.5,34.0,3.28,10.69,13.0,No,Terence Davis
383,2019,"Dort, Luguentz",PG,"6'3""",222.2,32.5,38.0,3.22,10.79,14.0,No,Luguentz Dort
384,2019,"Edwards, Carsen",PG,"5'11""",199.4,28.5,34.0,3.22,10.53,14.0,Yes,Carsen Edwards
385,2019,"Fall, Tacko",C,"7'5""",288.8,22.0,26.5,3.78,13.01,8.0,No,Tacko Fall
386,2019,"Fernando, Bruno",C,"6'9""",237.0,29.5,33.5,3.21,11.29,13.0,Yes,Bruno Fernando
387,2019,"Gafford, Daniel",PF,"6'9""",237.6,32.5,36.5,3.25,11.61,5.0,Yes,Daniel Gafford
388,2019,"Guy, Kyle",SG,"6'1""",167.8,30.5,36.5,3.27,10.48,4.0,Yes,Kyle Guy
389,2019,"Hands, Jaylen",PG,"6'2""",180.4,33.0,41.5,3.12,10.73,6.0,Yes,Jaylen Hands
390,2019,"Harper, Jared",PG,"5'10""",169.2,33.5,40.5,3.04,10.77,8.0,No,Jared Harper
391,2019,"Hayes, Jaxson",PF,"6'10""",218.6,27.0,34.5,3.37,11.74,5.0,Yes,Jaxson Hayes
392,2019,"Hernandez, Dewan",C,"6'9""",232.8,30.5,35.5,3.28,11.46,13.0,Yes,Dewan Hernandez
393,2019,"Herro, Tyler",SG,"6'4""",192.4,,,,,,Yes,Tyler Herro
394,2019,"Hoard, Jalen",PF,"6'7""",212.6,27.5,35.5,3.34,11.44,8.0,No,Jalen Hoard
395,2019,"Horton-Tucker, Talen",SG,"6'2""",235.4,26.0,34.5,3.34,11.34,10.0,Yes,Talen Horton-Tucker
396,2019,"Jeffries, DaQuan",SF-PF,"6'4""",215.6,,,,,,No,DaQuan Jeffries
397,2019,"Jerome, Ty",PG,"6'4""",194.4,26.0,31.5,3.4,11.21,2.0,Yes,Ty Jerome
398,2019,"Johnson, Cameron",SG,"6'7""",205.2,30.5,36.5,3.26,10.52,,Yes,Cameron Johnson
399,2019,"Johnson, Keldon",SG,"6'5""",216.4,,,,,,Yes,Keldon Johnson
400,2019,"Kabengele, Mfiondu",PF,"6'9""",256.2,28.0,35.5,3.25,11.21,6.0,Yes,Mfiondu Kabengele
401,2019,"King, Louis",SF,"6'7""",195.2,29.0,33.0,3.28,10.99,0.0,No,Louis King
402,2019,"Langford, Romeo",SG,"6'4""",,,,,,,Yes,Romeo Langford
403,2019,"Lawson, Dedric",PF,"6'7""",233.0,23.5,26.0,3.6,11.8,10.0,No,Dedric Lawson
404,2019,"Lecque, Jalen",PG,"6'2""",185.2,35.0,43.0,3.29,11.09,1.0,No,Jalen Lecque
405,2019,"Little, Nassir",SF,"6'4""",224.2,31.0,38.5,3.24,12.15,5.0,Yes,Nassir Little
406,2019,"Mann, Terance",SG-SF,"6'5""",204.6,32.5,38.5,3.3,11.51,6.0,Yes,Terance Mann
407,2019,"Martin, Cody",PG-SG,"6'5""",192.2,28.0,35.5,3.32,10.44,7.0,Yes,Cody Martin
408,2019,"Matthews, Charles",SG,"6'5""",194.8,29.5,37.5,3.38,11.26,9.0,No,Charles Matthews
409,2019,"McDaniels, Jalen",SF,"6'8""",191.6,29.5,33.5,3.32,11.54,0.0,Yes,Jalen McDaniels
410,2019,"Norvell Jr., Zach",SG,"6'4""",206.4,24.0,30.0,3.43,11.6,,No,Zach Norvell Jr.
411,2019,"Nowell, Jaylen",SG,"6'3""",202.4,32.0,38.5,3.23,10.76,2.0,Yes,Jaylen Nowell
412,2019,"Okpala, KZ",SF,"6'7""",209.6,30.5,37.0,3.38,10.88,9.0,Yes,KZ Okpala
413,2019,"Oni, Miye",SG,"6'4""",205.6,30.5,38.5,3.17,11.71,19.0,Yes,Miye Oni
414,2019,"Paschall, Eric",SF,"6'6""",254.4,33.0,38.0,3.3,11.63,18.0,Yes,Eric Paschall
415,2019,"Ponds, Shamorie",PG,"5'12""",180.0,29.0,37.0,3.2,11.01,0.0,No,Shamorie Ponds
416,2019,"Poole, Jordan",SG,"6'4""",190.8,28.0,35.5,3.27,10.59,,Yes,Jordan Poole
417,2019,"Porter Jr., Kevin",SG,"6'4""",212.6,27.0,34.0,3.14,10.82,2.0,No,Kevin Porter Jr.
418,2019,"Porter, Jontay",PF,"6'10""",210.4,,,,,,No,Jontay Porter
419,2019,"Reddish, Cameron",SF,"6'6""",207.8,,,,,,No,Cameron Reddish
420,2019,"Reid, Naz",PF,"6'9""",255.8,26.0,32.5,3.42,12.03,3.0,Yes,Naz Reid
421,2019,"Roby, Isaiah",PF,"6'7""",214.0,32.5,35.5,3.25,10.63,9.0,Yes,Isaiah Roby
422,2019,"Samanic, Luka",PF,"6'10""",227.2,27.0,38.0,3.27,11.01,7.0,No,Luka Samanic
423,2019,"Schofield, Admiral",SF,"6'4""",240.6,30.0,34.0,3.37,10.77,15.0,Yes,Admiral Schofield
424,2019,"Shayok, Marial",SF-PF,"6'4""",196.8,29.5,36.5,3.37,11.16,9.0,Yes,Marial Shayok
425,2019,"Shittu, Simisola",PF,"6'8""",227.2,27.0,35.5,3.3,11.85,11.0,No,Simisola Shittu
426,2019,"Washington, P.J.",PF,"6'6""",230.4,,,,,,Yes,P.J. Washington
427,2019,"Waters, Tremont",PG,"5'10""",172.4,30.5,40.5,3.07,10.76,5.0,Yes,Tremont Waters
428,2019,"Weatherspoon, Quinndary",SG,"6'3""",206.6,31.0,38.0,3.16,11.57,,Yes,Quinndary Weatherspoon
429,2019,"White, Coby",PG,"6'4""",191.4,,,,,,Yes,Coby White
430,2019,"Wilkes, Kris",SF,"6'6""",208.8,27.5,35.0,3.34,10.39,4.0,No,Kris Wilkes
431,2019,"Williams, Grant",PF,"6'6""",240.2,26.0,31.5,3.33,10.83,20.0,Yes,Grant Williams
432,2019,"Windler, Dylan",SF,"6'6""",195.8,29.0,37.5,3.3,10.7,8.0,Yes,Dylan Windler
433,2018,"Alkins, Rawle",SG,"6'3""",217.4,32.5,40.5,3.15,11.5,10.0,No,Rawle Alkins
434,2018,"Allen, Grayson",SG,"6'3""",198.0,32.5,40.5,3.15,10.31,,Yes,Grayson Allen
435,2018,"Antetokounmpo, Kostas",PF,"6'9""",194.8,29.5,35.0,3.21,12.48,0.0,Yes,Kostas Antetokounmpo
436,2018,"Bamba, Mohamed",C,"6'11""",225.6,,,,,,No,Mohamed Bamba
437,2018,"Barford, Jaylen",PG-SG,"6'1""",207.6,27.0,33.0,3.31,11.39,7.0,No,Jaylen Barford
438,2018,"Bates-Diop, Keita",SG-SF,"6'7""",223.8,30.5,35.0,3.17,11.2,11.0,No,Keita Bates-Diop
439,2018,"Battle, Tyus",SG,"6'5""",200.2,32.0,37.5,3.07,11.04,9.0,No,Tyus Battle
440,2018,"Bowen, Brian",SG-SF,"6'6""",202.0,30.5,34.0,3.28,11.58,0.0,No,Brian Bowen
441,2018,"Bridges, Miles",SF,"6'5""",220.4,,,,,,Yes,Miles Bridges
442,2018,"Brown, Bruce",SG-PG,"6'4""",194.6,32.5,38.0,3.2,11.11,17.0,Yes,Bruce Brown
443,2018,"Brown, Troy",SF,"6'6""",208.0,26.0,33.0,3.33,11.51,5.0,Yes,Troy Brown
444,2018,"Brunson, Jalen",PG,"6'1""",198.4,29.0,37.0,3.15,10.59,7.0,Yes,Jalen Brunson
445,2018,"Carr, Tony",PG,"6'3""",198.8,25.0,31.5,3.17,11.89,0.0,Yes,Tony Carr
446,2018,"Carter, Jevon",PG,"6'0""",196.2,29.0,36.5,3.18,11.04,14.0,Yes,Jevon Carter
447,2018,"Carter, Wendell",C-PF,"6'9""",251.4,,,,,,No,Wendell Carter
448,2018,"Diallo, Hamidou",SG,"6'4""",197.0,32.5,40.5,3.1,10.53,1.0,Yes,Hamidou Diallo
449,2018,"DiVincenzo, Donte",SG,"6'4""",200.6,34.5,42.0,3.11,10.72,12.0,Yes,Donte DiVincenzo
450,2018,"Duval, Trevon",PG,"6'2""",191.0,34.0,41.5,3.18,10.93,6.0,No,Trevon Duval
451,2018,"Evans, Jacob",SG-SF,"6'4""",199.6,28.0,35.5,3.2,11.11,8.0,Yes,Jacob Evans
452,2018,"Evans, Keenan",PG,"6'2""",183.2,,,,,,No,Keenan Evans
453,2018,"Frazier, Melvin",SF-SG,"6'4""",198.2,31.0,40.5,3.08,11.24,0.0,Yes,Melvin Frazier
454,2018,"Gilgeous-Alexander, Shai",PG,"6'4""",180.0,,,,,,Yes,Shai Gilgeous-Alexander
455,2018,"Graham, Devonte",PG,"6'0""",186.4,31.0,37.0,3.21,11.28,14.0,Yes,Devonte Graham
456,2018,"Haas, Isaac",C,"7'1""",303.0,,,,,,No,Isaac Haas
457,2018,"Hall, Devon",SG,"6'4""",206.4,25.0,31.0,3.27,10.95,6.0,Yes,Devon Hall
458,2018,"Hervey, Kevin",PF,"6'6""",211.6,27.5,32.0,3.36,11.28,4.0,Yes,Kevin Hervey
459,2018,"Holiday, Aaron",PG,"5'12""",187.0,25.5,33.0,3.27,10.96,,Yes,Aaron Holiday
460,2018,"Huerter, Kevin",SG,"6'6""",194.0,31.0,38.0,3.09,10.89,9.0,Yes,Kevin Huerter
461,2018,"Jackson, Jaren",PF-C,"6'10""",236.0,,,,,,No,Jaren Jackson
462,2018,"Jackson, Justin",PF,"6'6""",229.4,,,,,,Yes,Justin Jackson
463,2018,"Johnson, Alize",PF,"6'7""",216.6,25.0,31.0,3.38,11.83,8.0,Yes,Alize Johnson
464,2018,"King, George",SF-SG,"6'5""",218.6,31.0,39.0,3.29,10.75,15.0,Yes,George King
465,2018,"Knox, Kevin",SF,"6'8""",212.6,,,,,,Yes,Kevin Knox
466,2018,"Konate, Sagaba",C,"6'6""",246.0,31.5,35.0,3.28,12.28,12.0,No,Sagaba Konate
467,2018,"Martin, Caleb",SF-SG,"6'5""",195.8,29.0,36.5,3.26,10.43,6.0,No,Caleb Martin
468,2018,"Maten, Yante",PF-C,"6'7""",246.2,27.0,31.5,3.17,11.35,18.0,No,Yante Maten
469,2018,"McCoy, Brandon",C,"6'12""",250.4,27.5,32.0,3.23,11.77,9.0,No,Brandon McCoy
470,2018,"Melton, DeAnthony",SG-PG,"6'2""",193.2,31.0,36.5,3.23,11.48,1.0,No,DeAnthony Melton
471,2018,"Metu, Chimezie",PF-C,"6'8""",219.6,29.5,36.0,3.33,11.89,5.0,Yes,Chimezie Metu
472,2018,"Milton, Shake",SG-PG,"6'4""",207.2,30.0,33.0,3.25,11.07,2.0,Yes,Shake Milton
473,2018,"Mykhailiuk, Sviatoslav",SG-SF,"6'6""",211.6,30.5,37.0,3.15,11.25,4.0,No,Sviatoslav Mykhailiuk
474,2018,"Newman, Malik",SG,"6'2""",189.2,27.5,33.5,3.13,10.9,,No,Malik Newman
475,2018,"Okogie, Josh",SG,"6'3""",210.8,33.0,42.0,3.04,11.08,12.0,Yes,Josh Okogie
476,2018,"Pinson, Theo",SG-SF,"6'5""",211.2,27.0,34.0,3.22,11.53,7.0,No,Theo Pinson
477,2018,"Porter, Michael",SF-PF,"6'10""",211.0,,,,,,No,Michael Porter
478,2018,"Preston, Billy",PF,"6'9""",222.4,25.0,33.0,3.2,11.26,0.0,No,Billy Preston
479,2018,"Robinson, Jerome",SG,"6'4""",188.4,,,,,,Yes,Jerome Robinson
480,2018,"Sexton, Collin",PG,"6'0""",183.0,,,,,,Yes,Collin Sexton
481,2018,"Shamet, Landry",PG,"6'4""",188.6,31.0,39.5,3.11,11.26,8.0,Yes,Landry Shamet
482,2018,"Simons, Anfernee",SG-PG,"6'2""",183.2,32.0,41.5,3.1,11.27,1.0,Yes,Anfernee Simons
483,2018,"Smith, Zhaire",SF-SG,"6'3""",198.6,33.0,41.5,3.05,11.02,10.0,Yes,Zhaire Smith
484,2018,"Spalding, Ray",PF,"6'9""",215.4,26.0,32.0,3.34,11.48,12.0,Yes,Ray Spalding
485,2018,"Spellman, Omari",PF-C,"6'8""",253.8,28.5,35.5,3.38,12.28,8.0,Yes,Omari Spellman
486,2018,"Thomas, Khyri",SG,"6'2""",198.8,30.0,35.0,3.18,10.96,14.0,Yes,Khyri Thomas
487,2018,"Trent, Gary",SG,"6'4""",204.2,33.5,39.5,3.12,11.37,12.0,No,Gary Trent
